-0.47559,-9.7929,-0.18347,-0.017223,-0.018291,-0.12345,-11.673,-19.613,-12.916,-3.1835,-3.1662,-2.4229,-0.32322,-9.5149,-1.0101,-0.22983,-0.10293,0.035686,10.711,5.8395,19.613,4.7308,3.4741,1.6522,2.7988,6.444,2.4047,3.9069,2.2501,1.1212,walking
3.2625,-5.8566,5.8878,0.0050079,0.041381,0.058567,-5.0949,-16.281,-0.3705,-3.7295,-2.122,-1.6813,3.5347,-7.0883,5.902,0.57178,0.051,-0.34088,13.054,4.3646,14.492,3.5697,2.3375,2.4576,3.0349,7.2446,1.7831,3.9814,1.4554,1.7794,cycling
-4.0075,-7.315,-0.029511,-0.072523,-0.033356,0.097514,-19.613,-19.613,-19.613,-8.725,-8.724,-5.4608,-4.1126,-7.6483,0.68325,-0.15526,0.19774,0.18908,19.613,19.613,19.613,8.7264,8.4955,5.7958,9.5693,15.68,9.493,6.7889,2.3231,2.1481,running
3.2682,-5.861,5.8849,0.015945,0.034641,0.055048,-3.155,-15.643,-0.46926,-3.6555,-2.1739,-1.7265,3.5063,-7.0315,5.8829,0.59175,0.054728,-0.35447,13.913,4.8357,15.728,3.1926,2.0647,2.5604,3.2208,7.2239,1.8229,3.9649,1.4734,1.7751,cycling
3.2656,-5.8386,5.8775,-0.0046167,0.026844,0.051562,-6.0861,-17.612,-2.4594,-3.6816,-2.3345,-1.7715,3.5527,-7.0997,5.8682,0.61679,0.043809,-0.3562,16.615,13.633,19.613,3.2741,2.5497,2.3686,3.1161,7.2817,1.8067,3.9021,1.5047,1.7798,cycling
0.79413,2.812,8.672,-0.0077687,0.014902,0.019901,-5.9268,-4.3132,4.634,-1.1638,-0.9638,-0.95607,1.1869,2.6552,8.7083,-0.0069242,0.015979,0.019707,5.9053,7.191,13.598,0.92838,0.74009,1.1449,1.5526,1.2213,0.62279,0.041013,0.035154,0.038483,car
-0.41046,-9.7772,-0.22708,-0.050543,-0.028572,-0.10351,-13.343,-19.613,-13.221,-3.0392,-2.8762,-2.4094,-0.2879,-9.5879,-1.0546,-0.26871,-0.10306,0.052065,10.35,3.1927,19.613,4.5556,3.7172,1.6184,2.8344,6.3363,2.3918,3.811,2.2942,1.1169,walking
0.79626,2.8149,8.6857,-0.0091003,0.015139,0.020418,-6.6044,-1.339,4.8632,-1.2219,-0.89775,-0.89962,1.1866,2.6531,8.7113,-0.0069242,0.015446,0.019974,6.0627,7.0982,12.433,0.94489,0.71719,1.2954,1.5577,1.2046,0.60753,0.041013,0.036752,0.041013,car
0.79679,2.8154,8.6739,-0.006794,0.01674,0.018095,-7.088,-2.736,5.8311,-1.4259,-0.67112,-1.2251,1.1833,2.6519,8.7119,-0.005859,0.016378,0.019707,6.019,6.4883,13.082,0.87405,0.71027,0.85408,1.5856,1.2258,0.58448,0.039947,0.03542,0.039015,car
3.2454,-5.8468,5.8896,-0.0049716,0.019296,0.047192,-3.6631,-17.889,-0.32382,-3.8408,-2.44,-1.8541,3.4997,-7.0668,5.8721,0.59442,0.04301,-0.36392,11.497,7.5836,15.586,3.2389,2.1537,2.3926,3.1322,7.2751,1.793,3.8856,1.448,1.7726,cycling
3.2518,-5.8775,5.89,-0.0030082,0.036289,0.059255,-3.9193,-18.388,-1.3635,-3.7039,-2.0682,-1.73,3.5138,-7.0545,5.8894,0.61386,0.047671,-0.35194,11.714,5.3085,15.017,3.3519,2.2062,2.5777,3.0921,7.3218,1.7741,3.9806,1.4866,1.7887,cycling
0.79311,2.8157,8.6756,-0.0077478,0.016101,0.019211,-5.7652,-1.8477,5.2948,-1.2288,-0.58856,-1.0043,1.1773,2.6477,8.7176,-0.0063916,0.015713,0.019974,5.8347,7.9194,11.943,0.85594,0.54009,1.1569,1.5215,1.2381,0.60154,0.038083,0.034887,0.037551,car
-0.38365,-9.8235,-0.099291,-0.035258,-0.028344,-0.12293,-17.804,-19.613,-12.673,-3.1495,-3.5854,-2.3873,-0.25139,-9.7106,-0.96157,-0.29694,-0.06871,0.032224,9.3829,6.4398,19.613,4.4741,3.4467,1.6994,2.8952,6.4102,2.4283,3.9175,2.2526,1.1645,walking
3.2985,-5.8885,5.8855,0.015067,0.035055,0.049469,-4.4574,-17.487,-3.2759,-3.673,-2.2853,-1.6517,3.582,-7.0731,5.9224,0.60001,0.049668,-0.3578,10.537,5.8532,13.183,3.2741,2.1454,2.4727,3.128,7.1428,1.7307,3.9103,1.4211,1.7465,cycling
-0.42108,-9.8333,-0.2546,-0.04758,-0.0037759,-0.11666,-12.299,-19.613,-11.428,-3.1878,-2.7971,-2.6232,-0.23403,-9.5475,-1.0442,-0.26978,-0.05859,0.024235,13.125,6.8654,19.613,4.4528,3.66,1.7047,2.8512,6.4192,2.4532,3.8858,2.3071,1.1453,walking
0.79448,2.8142,8.6719,-0.0062602,0.014034,0.020121,-5.636,-1.9495,5.0009,-1.159,-0.82159,-0.8863,1.189,2.6501,8.7134,-0.005859,0.015713,0.019707,5.8514,6.4931,13.209,0.88843,0.70148,1.0703,1.5757,1.2354,0.61621,0.041013,0.035686,0.040214,car
3.2293,-5.8355,5.873,0.0095888,0.020186,0.040556,-5.3864,-19.613,-0.52194,-3.7918,-2.0866,-1.89,3.4366,-6.9991,5.8838,0.58962,0.025034,-0.36898,18.222,7.0725,14.585,3.1803,2.1228,2.6131,3.0855,7.226,1.7735,3.9015,1.4848,1.771,cycling
